9585	
	0.1738341435	0.173924447	0.1739051987	0.1742815467	0.1741345814
	0.1742889643	0.1742134917	0.1748864463	0.1744772702	0.1748844354
	0.1747588691	0.1744945468	0.1752263938	0.1757225368	0.1749964403
	0.1757841762	0.1757109856	0.1756522266	0.1753304979	0.1760768111
	0.1767854769	0.1761705945	0.1765279315	0.1761122295	0.178085622
	0.17679396	0.177168899	0.1763437093	0.1772193915	0.1761249906
	0.1765024474	0.1773619251	0.1771541822	0.1772315848	0.1785869497
	0.1796142859	0.1780920209	0.1782670101	0.1785911948	0.1778001875
	0.1775228281	0.1782064732	0.1768969239	0.1779847055	0.1782984441
	0.1791909697	0.1793889621	0.1801406351	0.1809253983	0.1813539399
	0.1796146976	0.1801387132	0.1793097847	0.1791775062	0.1789860332
	0.178457852	0.1779930249	0.1796602451	0.1802067147	0.1806135822
	0.1820139502	0.1817325519	0.1827314301	0.1837882526	0.1832960267
	0.1813520232	0.181997256	0.1813178107	0.1824981553	0.1809209451
	0.1807400784	0.179934332	0.1800726598	0.1798827235	0.1817078278
	0.1821746467	0.1830067292	0.1828005407	0.1839636593	0.1830927545
	0.1848376206	0.1848947629	0.1858518961	0.1854353064	0.1832970216
	0.1838441229	0.1846797298	0.1828068396	0.1823254256	0.1844691472
	0.1824562852	0.1819240291	0.1816724108	0.1834076764	0.1849205723
	0.1848090208	0.18449518	0.1851974964	0.1862279968	0.1860049892
	0.1869490719	0.1881036622	0.1870906709	0.1877544195	0.1854363662
	0.1861069981	0.1868666366	0.1861433381	0.1844928275	0.1838320084
	0.1843976112	0.1834760937	0.183967268	0.1862329622	0.1865170739
	0.1862468064	0.1870540631	0.1872004378	0.1882743104	0.18854927
	0.1886808325	0.1899251972	0.188452604	0.1894850952	0.1903741427
	0.1902507092	0.1877619364	0.1884452715	0.1896697382	0.1880892204
	0.1910121256	0.1869469322	0.1854601368	0.1865126789	0.1858870278
	0.187268932	0.1882787017	0.1890929337	0.1893877353	0.1903178219
	0.1901391463	0.1903124875	0.1910474534	0.1921822822	0.1918015336
	0.1931925343	0.193324327	0.1913327687	0.1917926445	0.1929134732
	0.1902591892	0.1910683417	0.1933215329	0.1923638543	0.1948550523
	0.1894786057	0.1919738716	0.1889372591	0.1936626609	0.1876305997
	0.1881840413	0.1899201306	0.1911775098	0.189723884	0.1911966892
	0.1968602524	0.1935051016	0.1921524979	0.1949681778	0.1936264848
	0.1939430693	0.1938254806	0.1950383605	0.1957462972	0.1946477427
	0.1948410456	0.1946840936	0.1972295905	0.1957259816	0.1929130994
	0.1938223776	0.1959214637	0.1980341831	0.1919937527	0.1958682112
	0.1911224236	0.1918079228	0.1939453471	0.1934962715	0.1936369952
	0.1992433725	0.1980936089	0.1959608005	0.1977704759	0.1960243042
	0.1981537275	0.1952297027	0.1962341838	0.1966471624	0.1978716862
	0.1988307904	0.1985623151	0.1977128574	0.2002876337	0.1990040904
	0.2004260431	0.1986699194	0.1957227725	0.1966430197	0.1978761174
	0.1994218439	0.2009792359	0.1950476085	0.1971206891	0.194423012
	0.1966075417	0.1962277101	0.1974642472	0.2029635737	0.2013002393
	0.200279821	0.2002061892	0.1985851172	0.2016856786	0.2006502935
	0.2010949823	0.1986736527	0.1991996011	0.2001365915	0.1996828474
	0.2006253755	0.2020426355	0.202434048	0.201302819	0.2033332547
	0.2019955808	0.2038719703	0.2017277521	0.1986681503	0.1995821719
	0.2010149634	0.2024258148	0.2042390189	0.1986818337	0.1991335421
	0.2003269902	0.1988190487	0.2056151485	0.2043885154	0.2033329441
	0.2024398727	0.2016890476	0.205239721	0.2034344918	0.2009103126
	0.2062236301	0.2047085168	0.2036959895	0.2039708283	0.2033816183
	0.2034622167	0.2084971787	0.2026372695	0.2038555945	0.2054392923
	0.205947976	0.2043888767	0.2067881617	0.2056188198	0.2070271165
	0.2048816554	0.201726483	0.2028294821	0.2038990322	0.205436617
	0.2070250542	0.2093202877	0.2023635625	0.2032124795	0.2038991687
	0.2091441096	0.2052639584	0.2081704121	0.2112521361	0.2067307576
	0.2059095752	0.2089445239	0.205932249	0.2090141806	0.2068843281
	0.2107128569	0.2074959099	0.2070248714	0.2072492136	0.2080879017
	0.2149499033	0.2125254768	0.2121617506	0.2058772664	0.207018796
	0.208535386	0.2095444707	0.2093209511	0.2102825325	0.2077595654
	0.2106137885	0.2081186696	0.204881042	0.2059793103	0.207385211
	0.2086319994	0.2108794585	0.2122400957	0.214858853	0.2067701634
	0.2121581818	0.207765694	0.2147906766	0.2090244879	0.2141091968
	0.2102796729	0.2095497784	0.2120424251	0.211372974	0.2182761053
	0.2128661568	0.2166126568	0.2118994842	0.2114519486	0.2107083943
	0.2108216364	0.2132297156	0.2176237904	0.2163364551	0.215414181
	0.2091986	0.2104495806	0.212035041	0.2133481694	0.2139767733
	0.2131968394	0.2112512723	0.2169596949	0.2156785768	0.2148498724
	0.2114171981	0.2081171396	0.2091975048	0.2104462995	0.2124545185
	0.2148313921	0.2191123528	0.2171624169	0.2179398611	0.2174068665
	0.2153059351	0.2118529315	0.2190039434	0.2128860263	0.2133372539
	0.2178904677	0.2156332462	0.2153447462	0.2148883357	0.2241900234
	0.2219693879	0.2250021411	0.2188474731	0.2206932357	0.217019053
	0.2160510193	0.2164811286	0.223526652	0.2197244516	0.2189090408
	0.2124735695	0.2136146383	0.2163356164	0.2173397794	0.2178146261
	0.2162396811	0.2184883451	0.2211149648	0.2191056899	0.2189094401
	0.214761128	0.2114175161	0.2124851075	0.2142371657	0.216373026
	0.2189080284	0.2225953874	0.2221384172	0.2217215246	0.2211324396
	0.2213839687	0.2196229009	0.223428197	0.2183896409	0.2186369327
	0.218939948	0.2206757082	0.2283144535	0.2285672118	0.2288155236
	0.2236286548	0.2230837125	0.2252388156	0.2253138721	0.2290964459
	0.2206939137	0.2212306373	0.2251834067	0.2293774992	0.2248046218
	0.2233918157	0.2162257143	0.2181051162	0.2203650621	0.2213902897
	0.2217292997	0.2221287167	0.2253203532	0.2297485041	0.2225915708
	0.2230320337	0.2181323967	0.2147606645	0.2162255553	0.2180978985
	0.2203618381	0.2230317528	0.2261213015	0.225355859	0.2254011505
	0.2240153773	0.2255851124	0.2253814625	0.2254999819	0.2242477529
	0.2280978138	0.2229272163	0.2252647579	0.2271753217	0.2333990048
	0.2355689804	0.2347566704	0.2337697193	0.2387299095	0.2277176331
	0.2297968315	0.227241707	0.2300580912	0.2345632591	0.2268202942
	0.2330837544	0.236642119	0.2285310006	0.2302335623	0.219593051
	0.2214202394	0.2237804958	0.2254055171	0.2256127678	0.2253503444
	0.2296954152	0.2343870198	0.2341848593	0.2261195753	0.2265087771
	0.2215062406	0.2181316744	0.2195541936	0.2214170281	0.2237794374
	0.2264231847	0.2295948983	0.2296012141	0.2290606505	0.229592829
	0.2282971096	0.2296990611	0.2297337616	0.2289686784	0.2329913992
	0.230011653	0.2302517437	0.2314536148	0.2385781857	0.2390745572
	0.2414617097	0.2478475993	0.2445815616	0.2439011804	0.242133999
	0.2326018022	0.234612856	0.236897183	0.2403881227	0.2405057038
	0.2335734707	0.2369746521	0.2352955267	0.2229148548	0.2247899267
	0.2271031104	0.2395129009	0.2295890659	0.2295457381	0.2296024201
	0.2339194361	0.2402215435	0.2386945891	0.2295951551	0.2298859058
	0.2248599372	0.2215042001	0.2229134239	0.2247879429	0.2271023409
	0.2298862362	0.2331341295	0.2332593572	0.2335383446	0.2336599009
	0.2339144139	0.2328727335	0.2342028944	0.2378590175	0.2364683852
	0.2363924117	0.235093856	0.2438592256	0.2502664285	0.2489440464
	0.2560262006	0.2550155166	0.2509980955	0.2497052991	0.2456315216
	0.2479107738	0.2379497743	0.2405668596	0.2416505316	0.2472427247
	0.2464535705	0.2465636016	0.241717085	0.2407733803	0.2434989937
	0.2262151832	0.2280420314	0.2302262449	0.2458158532	0.2444536692
	0.2336632316	0.2335349191	0.2332588309	0.2382538557	0.2445917709
	0.2432697838	0.2331347751	0.2330561775	0.2281747391	0.2248589859
	0.226214797	0.2279725973	0.2302254522	0.2330569481	0.2361773523
	0.2368339791	0.2372717006	0.2386966693	0.2378656969	0.2382534396
	0.239852185	0.2408043142	0.2409542272	0.2402445588	0.242937186
	0.2404761808	0.2484107446	0.2569860416	0.2626248088	0.2578030227
	0.2612416259	0.2598367316	0.254264674	0.2605039673	0.2520382995
	0.2578758007	0.2523375283	0.2462054408	0.2459476546	0.252680486
	0.2527965348	0.2529661252	0.2466676679	0.2494842428	0.252295989
	0.2294648694	0.2312647502	0.2335482037	0.2513569488	0.2494210253
	0.2378657398	0.2372708953	0.236832585	0.2426348264	0.2490202438
	0.2478743886	0.2362708716	0.2363411543	0.2314268059	0.2281742173
	0.2294638115	0.2312655768	0.2335476038	0.2363407958	0.2396341269
	0.2434190117	0.2410482749	0.2417795336	0.2429066063	0.243245367
	0.2426342022	0.2441167334	0.2454478842	0.2455821063	0.2467882807
	0.2481367652	0.2549958743	0.2673206526	0.2676951843	0.264808925
	0.2666641741	0.266994069	0.2623750087	0.2652900076	0.2574123882
	0.2587223706	0.2668652055	0.2572192704	0.2529872986	0.2583127886
	0.2594783514	0.2559602163	0.2588349737	0.2565476132	0.2740346107
	0.2326546645	0.2343997257	0.2366329739	0.2562351348	0.2544736452
	0.2417589746	0.2410475536	0.2398525078	0.2467158177	0.2534816688
	0.2521742339	0.2396318416	0.239382418	0.2345974022	0.2314276188
	0.2326135711	0.2344008125	0.236543061	0.2392813835	0.2426338362
	0.246291225	0.2477381942	0.2456688996	0.2467324874	0.2505543573
	0.2502025651	0.2481416999	0.2478719185	0.2486703285	0.2508476322
	0.2534955531	0.2594319981	0.2670492175	0.2744644206	0.273824887
	0.2722433106	0.2733095212	0.2702039499	0.2625758545	0.2628983108
	0.2662842636	0.2734574956	0.2637892806	0.2606103489	0.2625876845
	0.2678253728	0.2656726855	0.2672268041	0.2815886105	0.2810276198
	0.2357504862	0.2374636362	0.2397032695	0.2611683199	0.259595408
	0.2456680587	0.2441166585	0.2434196878	0.250818542	0.258045661
	0.2564297745	0.2426329127	0.2425047486	0.2376618928	0.2345973578
	0.2357514974	0.2374630354	0.2397050282	0.2425070926	0.2458341932
	0.2497125004	0.2505890733	0.2525177084	0.2562694999	0.2508196706
	0.2521166194	0.2554424847	0.254879183	0.253487775	0.2538255442
	0.2588414835	0.265110475	0.2718310061	0.2813688967	0.2801314318
	0.2804341439	0.2784826093	0.2789317503	0.2875008076	0.2678143646
	0.2686958699	0.2696072055	0.2732751693	0.2808412211	0.26871504
	0.2708480572	0.2728294244	0.2735007112	0.2732017203	0.2889874145
	0.2888202097	0.2936069563	0.2387477872	0.2404020601	0.2424973544
	0.2661376389	0.2642774052	0.2486704625	0.2477379406	0.2463823611
	0.2538213229	0.2625153593	0.2594033764	0.2458334032	0.2453415399
