2.083333333335889961e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333328411641e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333351037453e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666667944980e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.083333333333333144e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333333331439e+01,5.208333333333334991e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666666666572e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.083333333329923676e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333324807768e+01,5.208333333324810610e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666664961838e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.083333333333334281e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333340195281e+01,5.208333333326475412e+01,0.000000000000000000e+00,1.041666666666667140e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.208333333328411641e+01,5.208333333333331439e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.166666666663845149e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666665748266e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666665256287e+02,1.041666666666666288e+02
0.000000000000000000e+00,5.208333333333334991e+01,5.208333333324807768e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.124999999997442615e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666665387879e+02,0.000000000000000000e+00,1.041666666666240673e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.208333333324810610e+01,5.208333333340195281e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.166666666667707091e+02,0.000000000000000000e+00,1.041666666667352814e+02,1.041666666668038772e+02,1.041666666665814773e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.208333333351037453e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333326475412e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.166666666670151926e+02,1.041666666667324677e+02,1.041666666665294656e+02,0.000000000000000000e+00,1.041666666669781307e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666665748266e+02,0.000000000000000000e+00,1.041666666667352814e+02,1.041666666667324677e+02,7.291666666668370453e+02,1.041666666666666288e+02,1.041666666667093324e+02,1.041666666667092613e+02,1.041666666667092755e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666666667140e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666668038772e+02,1.041666666665294656e+02,1.041666666666666288e+02,4.166666666666666856e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.041666666664961838e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666665387879e+02,1.041666666665814773e+02,0.000000000000000000e+00,1.041666666667093324e+02,0.000000000000000000e+00,5.208333333329924244e+02,0.000000000000000000e+00,1.041666666666666856e+02
1.041666666667944980e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666665256287e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666669781307e+02,1.041666666667092613e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.166666666670075188e+02,0.000000000000000000e+00
0.000000000000000000e+00,1.041666666666666572e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666666666288e+02,1.041666666666240673e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.041666666667092755e+02,0.000000000000000000e+00,1.041666666666666856e+02,0.000000000000000000e+00,5.208333333333333712e+02
